,action_type,combined_shot_type,loc_x,loc_y,shot_made_flag,shot_zone_area,shot_zone_basic,shot_zone_combined,avg_by_shot_zone_combined
18082,Jump Shot,Jump Shot,130,17,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18083,Jump Shot,Jump Shot,-67,160,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
18084,Driving Dunk Shot,Dunk,7,6,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18085,Jump Shot,Jump Shot,-40,75,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18086,Jump Shot,Jump Shot,-117,121,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
18087,Jump Shot,Jump Shot,234,104,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18088,Jump Shot,Jump Shot,45,39,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18089,Jump Shot,Jump Shot,114,179,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18090,Layup Shot,Layup,-10,4,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18091,Jump Shot,Jump Shot,181,11,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18092,Layup Shot,Layup,18,1,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18093,Fadeaway Jump Shot,Jump Shot,-78,22,1.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
18094,Jump Shot,Jump Shot,-92,164,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
18095,Jump Shot,Jump Shot,54,12,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18096,Jump Shot,Jump Shot,61,222,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18097,Jump Shot,Jump Shot,-109,151,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
18098,Jump Shot,Jump Shot,203,149,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18099,Jump Shot,Jump Shot,56,19,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18100,Jump Shot,Jump Shot,226,23,0.0,Right Side(R),Right Corner 3,Right Side(R) Right Corner 3,0.33933933933933935
18101,Jump Shot,Jump Shot,84,187,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18102,Jump Shot,Jump Shot,84,198,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18103,Jump Shot,Jump Shot,0,66,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18104,Turnaround Jump Shot,Jump Shot,-128,4,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18105,Jump Shot,Jump Shot,147,12,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18106,Jump Bank Shot,Jump Shot,-97,36,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18107,Jump Shot,Jump Shot,-114,97,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18108,Jump Shot,Jump Shot,206,236,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18109,Jump Shot,Jump Shot,125,137,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18110,Alley Oop Dunk Shot,Dunk,24,14,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18111,Pullup Jump shot,Jump Shot,84,140,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18112,Fadeaway Jump Shot,Jump Shot,0,168,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18113,Jump Shot,Jump Shot,-48,96,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18114,Driving Layup Shot,Layup,28,12,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18115,Pullup Jump shot,Jump Shot,56,126,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18116,Driving Layup Shot,Layup,1,8,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18117,Layup Shot,Layup,26,9,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18118,Jump Shot,Jump Shot,2,184,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18119,Jump Shot,Jump Shot,-228,34,0.0,Left Side(L),Left Corner 3,Left Side(L) Left Corner 3,0.37083333333333335
18120,Jump Shot,Jump Shot,-87,239,1.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18121,Jump Shot,Jump Shot,-150,42,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18122,Jump Shot,Jump Shot,-95,149,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
18123,Jump Shot,Jump Shot,83,239,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18124,Jump Shot,Jump Shot,-101,116,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18125,Layup Shot,Layup,-21,15,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18126,Driving Dunk Shot,Dunk,0,22,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18127,Layup Shot,Layup,23,12,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18128,Turnaround Jump Shot,Jump Shot,-35,121,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18129,Jump Shot,Jump Shot,144,194,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18130,Pullup Jump shot,Jump Shot,75,78,,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
18131,Jump Shot,Jump Shot,159,200,1.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18132,Jump Shot,Jump Shot,144,55,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18133,Jump Bank Shot,Jump Shot,-38,69,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18134,Driving Jump shot,Jump Shot,-30,17,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18135,Jump Shot,Jump Shot,-185,178,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18136,Jump Shot,Jump Shot,168,3,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18137,Jump Shot,Jump Shot,146,124,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18138,Jump Shot,Jump Shot,-46,20,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18139,Layup Shot,Layup,20,1,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18140,Step Back Jump shot,Jump Shot,75,129,1.0,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
18141,Jump Shot,Jump Shot,106,126,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18142,Fadeaway Jump Shot,Jump Shot,36,78,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18143,Jump Shot,Jump Shot,-163,209,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18144,Jump Shot,Jump Shot,149,12,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18145,Jump Shot,Jump Shot,61,168,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18146,Jump Shot,Jump Shot,-67,101,1.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
18147,Hook Shot,Hook Shot,-49,25,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18148,Jump Bank Shot,Jump Shot,-128,287,1.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18149,Turnaround Fadeaway shot,Jump Shot,-171,22,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18150,Jump Shot,Jump Shot,58,39,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18151,Jump Shot,Jump Shot,-166,503,,Back Court(BC),Backcourt,Back Court(BC) Backcourt,0.016666666666666666
18154,Jump Shot,Jump Shot,-103,244,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18155,Jump Shot,Jump Shot,-10,60,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18156,Jump Shot,Jump Shot,-201,11,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18157,Floating Jump shot,Jump Shot,42,44,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18158,Jump Shot,Jump Shot,-40,93,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18159,Fadeaway Jump Shot,Jump Shot,-79,99,1.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
18160,Jump Shot,Jump Shot,7,77,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18161,Jump Shot,Jump Shot,-40,69,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18162,Reverse Layup Shot,Layup,15,3,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18163,Jump Shot,Jump Shot,65,25,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18164,Jump Shot,Jump Shot,132,104,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18165,Jump Shot,Jump Shot,105,230,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18166,Pullup Jump shot,Jump Shot,47,214,,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18167,Jump Shot,Jump Shot,-175,181,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18168,Pullup Jump shot,Jump Shot,86,138,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18169,Jump Shot,Jump Shot,106,238,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18170,Jump Shot,Jump Shot,94,206,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18171,Jump Shot,Jump Shot,95,233,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18172,Jump Shot,Jump Shot,200,165,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18173,Running Bank shot,Bank Shot,-75,36,0.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
18174,Jump Shot,Jump Shot,10,89,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18175,Fadeaway Jump Shot,Jump Shot,162,69,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18176,Jump Shot,Jump Shot,-141,22,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18177,Jump Shot,Jump Shot,-213,146,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18178,Jump Shot,Jump Shot,163,194,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18179,Jump Shot,Jump Shot,-171,116,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18180,Jump Shot,Jump Shot,193,173,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
18181,Jump Shot,Jump Shot,-62,91,0.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
18182,Jump Shot,Jump Shot,179,14,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18183,Jump Shot,Jump Shot,-59,112,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18184,Jump Shot,Jump Shot,130,15,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18185,Jump Shot,Jump Shot,29,119,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18186,Turnaround Jump Shot,Jump Shot,-45,116,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18187,Jump Shot,Jump Shot,-7,208,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18188,Jump Shot,Jump Shot,61,41,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18189,Layup Shot,Layup,-2,15,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18190,Jump Shot,Jump Shot,-18,254,0.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
18191,Running Jump Shot,Jump Shot,-13,42,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18192,Jump Shot,Jump Shot,84,205,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18193,Running Jump Shot,Jump Shot,-101,39,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18194,Jump Shot,Jump Shot,-198,25,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18195,Jump Shot,Jump Shot,-54,208,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18196,Reverse Layup Shot,Layup,-7,12,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18197,Jump Shot,Jump Shot,-112,222,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18198,Jump Shot,Jump Shot,-48,247,0.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
18199,Jump Shot,Jump Shot,-188,178,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18200,Jump Shot,Jump Shot,1,214,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18201,Jump Shot,Jump Shot,-4,46,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18202,Fadeaway Jump Shot,Jump Shot,69,137,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18203,Jump Bank Shot,Jump Shot,19,123,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18204,Turnaround Fadeaway shot,Jump Shot,-51,83,0.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
18205,Jump Shot,Jump Shot,50,47,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18206,Jump Shot,Jump Shot,42,19,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18207,Turnaround Bank shot,Bank Shot,77,11,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18208,Turnaround Fadeaway shot,Jump Shot,6,181,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18209,Turnaround Jump Shot,Jump Shot,-4,153,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18210,Jump Shot,Jump Shot,-161,206,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18211,Jump Shot,Jump Shot,-11,63,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18212,Jump Shot,Jump Shot,-193,211,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18213,Jump Shot,Jump Shot,-114,236,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18214,Jump Shot,Jump Shot,-54,66,0.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
18215,Layup Shot,Layup,12,17,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18216,Jump Shot,Jump Shot,62,197,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18217,Jump Shot,Jump Shot,61,184,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18218,Jump Shot,Jump Shot,-112,238,1.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18219,Jump Shot,Jump Shot,141,0,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18220,Jump Shot,Jump Shot,-172,194,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18221,Turnaround Fadeaway shot,Jump Shot,-136,36,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18222,Step Back Jump shot,Jump Shot,-161,88,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18223,Jump Shot,Jump Shot,-180,236,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18224,Turnaround Bank shot,Bank Shot,-41,31,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18225,Jump Shot,Jump Shot,-56,97,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18226,Jump Shot,Jump Shot,-10,291,,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
18227,Jump Shot,Jump Shot,62,19,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18228,Turnaround Jump Shot,Jump Shot,-152,0,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18229,Jump Shot,Jump Shot,-125,160,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
18230,Pullup Jump shot,Jump Shot,18,131,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18231,Turnaround Jump Shot,Jump Shot,125,7,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18232,Jump Shot,Jump Shot,-155,194,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18233,Jump Shot,Jump Shot,-127,134,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
18234,Driving Jump shot,Jump Shot,-13,61,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18235,Turnaround Fadeaway shot,Jump Shot,-134,48,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18236,Jump Shot,Jump Shot,147,160,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
18237,Driving Reverse Layup Shot,Layup,-5,3,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18238,Driving Layup Shot,Layup,6,1,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18239,Turnaround Fadeaway shot,Jump Shot,-103,6,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18240,Jump Shot,Jump Shot,-130,154,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
18241,Jump Shot,Jump Shot,-57,56,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18242,Reverse Layup Shot,Layup,15,1,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18243,Jump Shot,Jump Shot,40,233,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
18244,Jump Shot,Jump Shot,34,80,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18245,Jump Shot,Jump Shot,-218,213,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
18246,Jump Shot,Jump Shot,-54,0,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
18247,Turnaround Fadeaway shot,Jump Shot,-123,86,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
18248,Fadeaway Jump Shot,Jump Shot,152,11,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
18249,Driving Layup Shot,Layup,18,20,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
18250,Jump Shot,Jump Shot,-10,252,0.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
18252,Jump Shot,Jump Shot,-150,209,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
